"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FQRDRZBH","thesis","2017","Chekmenev, Stanislav","Investigation of possibilities to measure the deuteron electric dipole moment at storage rings","","","","","https://doi.org/10.18154/RWTH-2017-03791","Das Interesse an Experimenten zu elektrischen Dipolmomenten (EDMs) ist stark motiviert durch die Materie-Antimaterie Asymmetrie in unserem Universum. Neue Quellen der CP-Verletzung sind notwendig, um dieses Phänomen richtig zu erklären. Ein EDM eines Elementarteilchens ist ein idealer Kandidat um nach diesen Quellen zu suchen, weil die Existenz eines EDMs CP Verletzung jenseits des Standardmodells erfordert, um entdeckt zu werden. Neue Experimente EDMs geladener Hadronen zu messen wurden vorgeschlagen. Diese Experimente erfordern den Bau neuartiger Speicherringe. Da ein EDM eine Größenordnung von 10-29 e·cm haben kann, muss eine hohe Präzision erreicht werden. Die Empfindlichkeit zukünftiger Experimente ist durch systematische Effekte begrenzt. Diese Arbeit untersucht mögliche Wege zur Minimierung verschiedener systematischer Fehler für zwei Versionen eines Speicherrings und für ein Vorläufer-Experiment, das von der JEDI (Jülich Electric Dipole Moments Investigations) Kollaboration am bereits existierenden Cooler Synchrotron COSY durchgeführt wird. Um die Auswirkungen der systematischen Effekte zu untersuchen, wurde eine große Anzahl von Spin-Orbit-Tracking-Simulationen mit dem neu entwickelten Programmcode MODE durchgeführt. Modellrechnungen für zwei Ansätze mit einem neuartigen Speicherring wurden verfolgt: die sog. ""frozen spin"" und die ""quasi-frozen spin"" Methode. Ein weiteres Modell wurde für das Vorläufer-Experiment an COSY studiert. Die Ergebnisse einer im Jahr 2014 durchgeführten Strahlzeit ermöglichten das Benchmarking und Anpassung des Beschleunigermodells und eine Verbesserung der Simulationsrechnung. Einer der dominierenden Effekte, der die Empfindlichkeit limitiert, ist die Spin-Dekohärenz, die an jedem Speicherring auftritt. Die endliche Größe des Bunches in allen drei Richtungen, radial, vertikal und longitudinal verursacht dieses Dekohärenz. Die Verwendung einer Hochfrequenz-Kavität und eine Kombination von Sextupolmagneten führt zu einer Maximierung der Zeit in der die Spins in der horizontalen Ebene ausgerichtet bleiben. Eine Hauptquelle systematischer Effekte ist das ""Misalignment"" von Elementen im Speicherring. Um diesen Effekt zu minimieren, wurde vorgeschlagen Strahlen sowohl im Uhrzeigersinn als auch entgegengesetzt zirkulieren zu lassen. Für das Vorläufer-Experiment an COSY ist eine falsche Anpassung zwischen dem verwendeten Hochfrequenz-Wienfilter und der Spin-Präzession eine Fehlerquelle. Alle diese Fehlerquellen wurden im Detail untersucht und Sensitivitätsgrenzen wurden berechnet. Die erreichbare Sensitivität für zukünftige Experimente liegt in der Größenordnung von 10−25 ─ 10−26 e·cm. Für das Vorläufer-Experiment an COSY kann eine Sensitivität von ungefähr 10−19 e·cm erreicht werden.  The interest in electric dipole moment (EDM) experiments is highly motivated by the problem of matter-antimatter asymmetry in our universe. New sources of CP-violation are needed to explain that phenomenon properly. An EDM of an elementary particle is a perfect candidate to search for these sources because its existence requires CP-violation beyond the Standard Model to be detected. New experiments for the EDM of charged hadrons are proposed. These experiments require a new type of storage ring to be built. Since an EDM could be as small as 10-29 e·cm, a fantastic precision should be achieved. The main cause that limits a potential sensitivity of future experiments are systematic errors. This thesis investigates possible ways to minimize various systematic errors for two versions of a new storage ring and for the precursor experiment, which will be performed by the JEDI (Jülich Electric Dipole moments Investigations) collaboration at the existing Cooler Synchrotron COSY. To study the impact of the systematic errors a large number of spin-orbit tracking simulations were performed in the newly developed program MODE. Two approaches for using a new storage ring were studied: the frozen and the quasi-frozen spin method. In addition, the precursor experiment at COSY was studied. The results of a test run conducted in 2014 made possible to benchmark and adjust the accelerator model and improve the simulation environment. One of the main quantities that defines the sensitivity is the spin decoherence, which takes place at any storage ring. The finite size of the bunch in all three directions, radial, vertical and longitudinal causes the particles’ spins to decohere. Using an RF cavity and a combination of sextupoles allows one to maximize the time during which the spins stay parallel to each other in the horizontal plane. The main source of systematic error is the misalignment of the elements inside the ring. For a dedicated storage ring, it was proposed to launch two beams in opposite directions (clockwise and counter-clockwise) to average out its impact. For the precursor experiment, the frequency mismatch between an RF Wien filter device that will be used and the frequency of the spin rotation is harmful. All error sources were thoroughly studied and the sensitivity limits were calculated. The EDM limit, which can currently be reached on the future experiments, is of the order of 10−25 ─ 10−26 e·cm. With the present situation at COSY, the accuracy of the precursor experiment is expected to be of the order of 10−19 e·cm.","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","137","","","","","","","","","","Rheinisch-Westfälische Technische Hochschule Aachen","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publications.rwth-aachen.de/record/688413/files/688413.pdf Citation Key: chekmenev__2017__investigation","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:rwth-aachen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8FWVDKQ","thesis","2016","Widmann, Christina","Simulation and First Experimental Tests of an Electron Beam Transport System for a Laser Wakefield Accelerator","","","","","https://doi.org/10.5445/IR/1000055008","","2016","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000055008/3849739 Citation Key: widmann__2016__simulation","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SE9UR9B","thesis","2016","Voutta, Robert","Beam heat load investigations with a cold vacuum chamber for diagnostics in a synchrotron light source","","","","","https://doi.org/10.5445/IR/1000054479","","2016","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000054479/3842103 Citation Key: voutta__2016__beam","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MXIH6UV","thesis","2019","Szalkai, Dora","Experimental investigations for development of an innovative SiC sensor for spectrometry of neutrons under harsh environmental conditions","","","","","https://doi.org/10.5445/IR/1000096850","","2019","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000096850/35992424 Citation Key: szalkai__2019__experimental","","","","#degree/title/:dr.-ing.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PE34KGXB","thesis","2018","Steinmann, Johannes","Diagnostics of short electron bunches with THz detectors in particle accelerators","","","","","https://doi.org/10.5445/KSP/1000090017","","2018","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000090017/32835641 Citation Key: steinmann__2018__diagnostics","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6HLTH3K","thesis","2018","Schönfeldt, Patrick","Simulation and measurement of the dynamics of ultra-short electron bunch profiles for the generation of coherent THz radiation","","","","","https://doi.org/10.5445/IR/1000084466","","2018","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000084466/15923627 Citation Key: schonfeldt__2018__simulation","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQZMWISR","thesis","2018","Rota, Lorenzo","KALYPSO, a novel detector system for high-repetition rate and real-time beam diagnostics","","","","","https://doi.org/10.5445/IR/1000071240","","2018","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000071240/4215132 Citation Key: rota__2018__kalypso","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3BNYR2J","thesis","2019","Raj, Prasoon","Development and Testing of Self‒Powered Detectors for Nuclear Measurements in Fusion Reactors","","","","","https://doi.org/10.5445/IR/1000096884","","2019","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000096884/38644300 Citation Key: raj__2019__development","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E52FGQTP","thesis","2019","Raasch, Juliane","Electrical-Field Sensitive Yba2cu3o(7-X) Detectors for Real-Time Monitoring of Picosecond Thz Pulses","","","","","https://doi.org/10.5445/KSP/1000081476","","2019","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000081476/25411195 ISBN: 978-3-7315-0786-4 Citation Key: raasch__2019__electricalfield","","","","#degree/title/:dr.-ing.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8U8XHQR","thesis","2012","Klein, Marit","Optics calculations and simulations of longitudinal beam dynamics for the low-alpha mode at ANKA","","","","","https://publikationen.bibliothek.kit.edu/1000031410","","2012","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: none Citation Key: klein__2012__optics","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:anka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUKKWTHG","thesis","2019","Kehrer, Benjamin","Time-resolved studies of the micro-bunching instability at KARA","","","","","https://doi.org/10.5445/IR/1000098584","","2019","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000098584/42245503 Citation Key: kehrer__2019__timeresolved","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:elbe; #is-about/facility/:kit-atp/kara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4Z7L5AR","thesis","2013","Judin, Vitali","Untersuchung von Bunch-Bunch-Wechselwirkungen und des Einflusses der geometrischen Impedanz bei der Erzeugung kohärenter THz-Strahlung","","","","","https://doi.org/10.5445/IR/1000039528","","2013","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","de","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000039528/3013281 Citation Key: judin__2013__untersuchung","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNYXP2NQ","thesis","2011","Hofmann, André","Erste Untersuchungen mit einzelnen Elektronenpulsen am ANKA-Speicherring","","","","","https://doi.org/10.5445/IR/1000025363","","2011","2025-06-13 13:27:27","2025-09-03 03:51:51","","","","","","","","","","","","","Karlsruher Institut für Technologie","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000025363/1949834 Citation Key: hofmann__2011__erste","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:anka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BH4UWNLD","thesis","2013","Hiller, Nicole","Electro-optical bunch length measurements at the ANKA storage ring","","","","","https://doi.org/10.5445/IR/1000041159","","2013","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000041159/3096634 Citation Key: hiller__2013__electrooptical","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:anka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LXJVYHK","thesis","2013","Hillenbrand, Steffen","Study of Plasma-Based Acceleration for High Energy Physics and Other Applications","","","","","https://doi.org/10.5445/IR/1000042020","","2013","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000042020/3152531 Citation Key: hillenbrand__2013__study","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8V2AIGWJ","thesis","2017","Härer, Bastian","Lattice Design and Beam Optics Calculations for the New Large-Scale Electron-Positron Collider FCC-ee","","","","","https://doi.org/10.5445/IR/1000071240","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","168","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000071240/4215132 Citation Key: harer__2017__lattice","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:fcc/fcc-ee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56BDJUCE","thesis","2017","Green, Bert","Superradiant Terahertz Sources and Their Applications in Accelerator Diagnostics and Ultra-Fast Science","","","","","https://doi.org/10.5445/IR/1000070730","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000070730/4204814 Citation Key: green__2017__superradiant","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZ5UB2B3","thesis","2013","Gerstl, Stefan","A COLD vacuum chamber for beam heat load DIAGnostics (COLDDIAG)","","","","","https://doi.org/10.5445/IR/1000038354","","2013","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000038354/2969167 Citation Key: gerstl__2013__cold","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CC2JJYDQ","thesis","2013","Fitterer, Miriam","Design Study of the Large Hadron Electron Collider and a Rapid Cycling Synchrotron as Alternative to the PS Booster Upgrade at {CERN}","","","","","https://doi.org/10.5445/IR/1000035142","","2013","2025-06-13 13:27:27","2025-09-03 03:59:40","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000035142/2624738 Citation Key: fitterer__2013__design","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #is-about/facility/:cac/lhc; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:cac/ps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6BE2A9U","thesis","2016","Chang, Cheng","Precise determination of the electron beam energy with Compton backscattered laser photons at ANKA","","","","","https://doi.org/10.5445/IR/1000051914","","2016","2025-06-13 13:27:27","2025-09-03 03:51:51","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000051914/3785770 Citation Key: chang__2016__precise","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics; #is-about/facility/:anka; #is-about/facility/:kit-atp/kara; #is-about/accelerator-component/:beam-monitor/energy-monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3J7LIFU","thesis","2019","Berkowitz Zamora, Daniel","Development of a cryogenic refrigerator for a compact superconducting cyclotron in a hospital environment","","","","","https://doi.org/10.5445/IR/1000099481","","2019","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000099481/46872294 Citation Key: berkowitzzamora__2019__development","","","","#author/gender/:male; #degree/title/:dr.-ing.; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEGJIHYP","thesis","2015","Afonso-Rodrigues, Veronica","Electromagnetic Design, Implementation and Test of a Superconducting Undulator with a Transverse Gradient Field Amplitude","","","","","https://doi.org/10.5445/IR/1000050911","","2015","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://publikationen.bibliothek.kit.edu/1000050911/3765207 Citation Key: afonso-rodrigues__2015__electromagnetic","","","","#degree/title/:dr.-ing.; #author/gender/:female; #degree/granted-by/:kit; #is-about/topic/:beam-dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLEJWE9Z","thesis","2019","Weilbach, Tobias","Minimal-invasive strahldiagnose für hoch intensive Elektronenstrahlen","","","","","https://doi.org/10.25358/openscience-960","Durch die Nutzung der Energierückgewinnung in Beschleunigern, wie z.B. in Energy recovery linacs (ERL) und Elektronenkühlern, können Strahlleistungen erzeugt werden, die bisher ökonomisch nicht erreichbar waren. Dabei werden Leistungen von einigen 10 kW bis zu einigen MW bei Strahlenergien unter 10 MeV erreicht. Ohne Energierückgewinnung müsste dafür eine Hochfrequenzleistung in vergleichbarer Größe installiert sein, was höhere Investitions- und Betriebskosten bedeuten würde. Diese hochintensiven Elektronenstrahlen stellen, speziell unterhalb von 10 MeV, besondere Anforderungen an die Strahldiagnose. Durch die hohen Strahlleistungen werden Diagnoseelemente, wie z.B. Szintillationsschirme, die in den Strahlengang gefahren werden, um das Strahlprofil zu vermessen, beschädigt bzw. zerstört. Im Rahmen der Energierückgewinnung wirkt sich jeder Verlust von Elektronen auf die Effizienz des Rückgewinnungsprozesses aus, da die Energie dieser Elektronen nicht mehr zurückgewonnen werden kann. Daher sind minimal-invasive Diagnosemethoden notwendig, die auf Prozessen mit einer möglichst kleinen Wechselwirkung mit dem Strahl beruhen. Diese Arbeit untersucht zwei Methoden der minimal-invasiven Strahldiagnose auf ihre Anwendungsmöglichkeiten für hoch intensive Elektronenstrahlen. Die erste Methode beruht auf der strahlinduzierten Fluoreszenz (Beam-Induced Fluorescence: BIF). Dabei wird das Licht, das durch die Anregung der Restgasatome und -moleküle im Strahlvakuum erzeugt wird, auf einen Detektor abgebildet. Die zweite Methode beruht auf der Thomson-Streuung. Dabei werden die Photonen eines Lasers am Elektronenstrahl gestreut, gewinnen Energie und werden im Detektor nachgewiesen. Der Laser tastet den Elektronenstrahl ab und erlaubt analog zur Messung mit einem Draht eine Profilmessung, da die Streurate proportional zur Elektronendichte projiziert auf den Laserweg ist. Diese Anwendung wird als Thomson-Laser-Scanner (TLS) bezeichnet. Die Wellenlänge der gestreuten Photonen hängt vom Winkel, unter dem sie den Elektronenstrahl treffen, und von der Energie der Elektronen ab, sowie der Wellenlänge des Lasers selbst. Für die Experimente wurde die in Mainz existierende Polarisierte KAnone Test (PKAT) um eine Messkammer zur Messung der strahlinduzierten Fluoreszenz (BIF) erweitert. Die Herausforderung dabei war es, das Vakuum im Bereich der BIF-Messung (10e-5 mbar) vom Vakuum der Photoquelle (10e-11 mbar) zu entkoppeln, so dass es zu keiner unakzeptablen Verkürzung der Vakuumlebensdauer der verwendeten Kathoden kommt. Für die TLS-Experimente wurde ein geeignetes Lasersystem erworben, um einerseits den benötigten Strahlstrom von 25 mA zu erzeugen und andererseits die erforderliche mittlere Laserleistung von mindestens 100 W für die Thomson-Streuung zur Verfügung zu stellen. Dabei konnte der Transport des Spitzenstroms von 25 mA gewährleistet werden, wobei der kombinierte Signaluntergrund von Elektronen- und Laserstrahl auf einen Wert <10 Hz begrenzt werden konnte. Die Bedingungen, unter denen an der PKAT gemessen wurde, sind auf die möglichen Anwendungsgebiete wie z.,B. den Elektronenkühler am Hochenergie-Speicherring (HESR) an der Facility for Antiproton and Ion Research (FAIR) oder ERLs wie den Mainz Energy recovering Superconducting Accelerator (MESA) übertragbar, so dass im Besonderen entscheidende Erkenntnisse über die Signal-zu-Untergrundverhältnisse sowie Messzeiten gewonnen werden konnten. Die vorgestellten Diagnosemethoden sind geeignete Erweiterungen im Bereich der minimal-invasiven Strahldiagnose für hoch intensive Elektronenstrahlen. Using energy recovering techniques in accelerators, e.g. in ERLs or electron coolers, a new range of beam powers is economically achievable. Beam powers in the order of several 10 kW up to several MW are possible at beam energies below 10 MeV. Without energy recovering methods, the same amount of radio frequency power has to be provided if the losses in the cavities are neglected. With energy recovering schemes, it is possible to achieve these beam powers economically because the needed radio frequency (RF) power is smaller and, thus, so are the investment and operating costs. Beam profile measurements of high intensity electron beams below 10 MeV have to fulfill special demands. Commonly used diagnostic tools like wire scanners and scintillation screens which are put in the beam path for profile measurements are not able to withstand the beam power without being damaged or destroyed. Due to the energy recovering mechanism, any electron loss reduces the efficiency of the recovering process because the energy of these electrons cannot be recovered anymore. This loss has to be covered by the installed RF power. Hence, minimally invasive diagnostic methods are needed, which rely on processes with interactions as small as possible with the beam and which remove as few electrons as possible from the beam, none in an optimal case. An established method for the beam profile measurement uses synchrotron radiation, but this can only be used at higher beam energies than those considered here. In this thesis, two different minimally invasive beam diagnostic methods are investigated with respect to their use for high intensity electron beams. The first method uses beam-induced fluorescence (BIF). This quite simple system images the light generated by the interaction of the beam with the residual gas onto a detector. The second method is based on Thomson scattering where laser photons are scattered at an electron beam, gain energy and are detected. The laser scans the electron beam and enables a profile measurement analogous to a wire measurement, hence the name Thomson Laser Scanner (TLS). The scattering rate is proportional to the projected electron density along the laser path, provided the detector system is capable of detecting all scattered photons. The wavelength of the scattered photons depends on the angle at which the laser hits the electron beam and on the energy of the electrons and the initial laser wavelength. The existing test source PKAT in Mainz was extended with a vacuum chamber for the BIF measurements. The challenge for the BIF measurements is the separation of the vacuum inside the BIF chamber 10e-5 mbar) from the vacuum in the photo source (10e-11 mbar) to prevent a significant decrease of the cathode's vacuum lifetime. For the TLS experiments a suitable laser system was acquired to provide the needed beam current of 25 mA and the required laser power of at least 100 W for the Thomson scattering experiments. In this process the transport of a peak current of 25 mA could be provided while keeping the combined background of the electron and the Laser beam below 10 Hz. The measurement conditions at the PKAT are transferable to different fields of application, e.g. the electron cooling device in the High Energy Storage Ring (HESR) at the Facility for Antiproton and Ion Research (FAIR) or ERLs like the Mainz Energy recovering Superconducting Accelerator (MESA), thus it is possible to gain knowledge about the signal-to-background ratio and measurement times. The presented methods are viable extensions of the minimally invasive beam diagnostics for high intensity electron beams.","2019","2025-06-13 13:27:27","2025-09-03 03:56:03","","","121","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/962/1/100002941.pdf Citation Key: weilbach__2019__minimalinvasive","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #is-about/accelerator-type/erl; #degree/granted-by/:uni-mainz; #is-about/facility/:mesa; #has-affiliation/:fair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
