"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TEIG82EN","thesis","2010","Coquard, Laurent","Evolution of the one-quadrupole phonon 2+_1,ms mixed-symmetry state in 124,126,128,130,132xe","","","","","https://nbn-resolving.de/urn:nbn:de:tuda-tuprints-22116","Collective nuclei are characterized by rotational and vibrational states due to a common and therefore “collective” behavior of the two constituents of the nucleus: protons and neutrons. The evolution of the collectivity (spontaneous deformation) is governed by the proton-neutron interaction in the valence shell. Nuclear states that are particularly sensitive to the proton-neutron interaction in the valence shell are the so called mixed symmetry states (MSSs). In this work we trace the evolution of the fundamental MSS, i.e the one-quadrupole phonon 2+_1,ms state, in a transitional region from vibrational nuclei (134Xe) to gamma-soft nuclei reflecting the O(6)-like structure of the IBM-2 (124,126Xe). Projectile-Coulomb excitation of Xe isotopes has been performed at Argonne National Laboratory (ANL) using the Gammasphere array for the detection of gamma-rays. First, our data on more than 50 absolute E2 transition rates between off-yrast low-spin states of 124,126Xe enable us to quantitatively test O(6) symmetry in these two nuclei. As a result we find that O(6) symmetry is more strongly broken in the A=130 mass region than previously thought. Then, 19 absolute E2 transition strengths have been obtained in 128Xe including the first measurement of the critical B(E2) decays from the second and third Jpi=0+ states. These data are compared with the theoretical predictions of the critical point symmetry E(5) and let us conclude that 128Xe is not an E(5) nucleus as previously suggested, leaving 130Xe as the most likely candidate amongst the xenon isotopes. Finally, the one-phonon 2+_1,ms states or at least a fragment of it have been identified in 128,130,132,134Xe. This enables us to trace the evolution of the one-phonon 2+_1,ms states in the even-even stable xenon isotopic chain from the vibrators near N=82 to the gamma-soft nuclei towards mid-shell.","2010-06","2025-06-13 13:27:28","2025-06-13 13:27:28","","","","","","","","","","","","","Technische Universität Darmstadt","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: none Citation Key: coquard__2010__evolution","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:tu-darmstadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJKNZLN9","thesis","2009","Müller, Sebastian Hermann","Bestimmung von photo-neutron-wirkungsquerschnitten in kernen der seltenen erden für den astrophysikalischen p-prozess mit bremsstrahlung am s-DALINAC","","","","","http://tubiblio.ulb.tu-darmstadt.de/36613/","","2009","2025-06-13 13:27:28","2025-06-13 13:27:28","","","","","","","","","","","","","Technische Universität Darmstadt","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: none ISBN: 978-3-86853-083-4 Citation Key: muller__2009__bestimmung","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:tu-darmstadt; #is-about/facility/:s-dalinac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E4VNXVE","thesis","2020","Pommerenke, Hermann Winrich","Compact radio-frequency quadrupoles for industrial and medical applications","","","","","https://doi.org/10.18453/rosdok_id00002956","This thesis involves the development of two radio-frequency quadrupole particle accelerators (RFQ) operating at 750 MHz. The first part covers radio-frequency (RF) design studies of the proton PIXE-RFQ. RF measurement results and tuning procedure are presented, showing very good agreement with simulations. The second part reports the development of the Carbon-RFQ for cancer therapy. The Carbon-RFQ features trapezoidal vanes whose fields are described using a novel semi-analytic approach. Dipole modes were detuned by a novel cavity length adjustment technique.","2020","2025-06-13 13:27:28","2025-06-13 13:27:28","2024-12-10 08:58:29","","","","","","","","","","","","Universität Rostock","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://rosdok.uni-rostock.de/file/rosdok_disshab_0000002457/rosdok_derivate_0000099121/Pommerenke_Dissertation_2021.pdf DOI: 10.18453/rosdok_id00002956 Citation Key: pommerenke__2020__compact","","","","#author/gender/:male; #degree/granted-by/:uni-rostock; #degree/title/:dr.-ing.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URGF6EAU","thesis","2020","Papke, Kai","Methods for the design and analysis of higher-order mode couplers applied to superconducting accelerating structures","","","","","https://doi.org/10.18453/rosdok_id00002899","Higher-order modes (HOMs) may affect beam stability and refrigeration requirements of superconducting proton linacs such as the SPL which is being studied at CERN. One option being considered to limit these effects is the use of coaxial HOM couplers. In this work, potentially dangerous modes are analyzed and corresponding damping requirements derived. The design process of coaxial HOM couplers is examined under new aspects. Several prototypes are elaborated and compared in terms of mode damping, thermal loads, structural deformations, mechanical tolerances, and multipacting.","2020","2025-06-13 13:27:28","2025-06-13 13:27:28","2024-12-10 08:58:39","","","","","","","","","","","","Universität Rostock","","en","","Doctoral thesis (Dr.-Ing.)","","","DOI.org (Datacite)","","fulltext-url: https://rosdok.uni-rostock.de/file/rosdok_disshab_0000002434/rosdok_derivate_0000096616/Papke_Dissertation_2021.pdf Citation Key: papke__2020__methods","","","","#author/gender/:male; #degree/granted-by/:uni-rostock; #degree/title/:dr.-ing.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B678HDX3","thesis","2020","Tulu, Eden Tafa","Developing an electron multipacting-free cathode unit of the superconducting radio frequency photoinjector","","","","","https://doi.org/10.18453/rosdok_id00002903","Future light sources such as synchrotron radiation sources have in common that they require injectors, which provide high-brilliance, high-current electron beams in almost continuous operation. Superconducting radio frequency photoinjector (SRF gun) provided a promising approach. However, some limitations occur caused by electron multipacting in the cathode vicinity, which prevent the superconducting radio frequency photoinjector (SRF gun) from maximum productivity. The aim of this thesis is to develop a new design of the photocathode channel.","2020","2025-06-13 13:27:28","2025-06-13 13:27:28","2024-12-10 08:58:47","","","","","","","","","","","","Universität Rostock","","en","","Doctoral thesis (Dr.-Ing.)","","","DOI.org (Datacite)","","fulltext-url: https://rosdok.uni-rostock.de/file/rosdok_disshab_0000002436/rosdok_derivate_0000096895/Tulu_Dissertation_2021.pdf Citation Key: tulu__2020__developing","","","","#degree/granted-by/:uni-rostock; #degree/title/:dr.-ing.; #author/gender/:female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FB37GBD","thesis","2020","Gorgi Zadeh, Shahnam","Accelerating cavity and higher order mode coupler design for the future circular collider","","","","","https://doi.org/10.18453/rosdok_id00003023","This thesis takes the first steps towards a detailed design for the large RF system of the lepton collider version of the Future Circular Collider (FCC-ee). First, this thesis investigates a suitable baseline option for the RF system of FCC-ee. This includes the search for an appropriate RF frequency and number-of-cells per cavity for each working point of FCC-ee. RF accelerating cavities and higher order mode (HOM) couplers are then designed based on the requirements of each operation energy. The performances of the HOM damped cavities are finally evaluated using various numerical methods.","2020","2025-06-13 13:27:28","2025-06-13 13:27:28","2024-12-10 08:59:04","","","","","","","","","","","","Universität Rostock","","en","","Doctoral thesis (Dr.-Ing.)","","","","","fulltext-url: https://rosdok.uni-rostock.de/file/rosdok_disshab_0000002516/rosdok_derivate_0000100582/GorgiZadeh_Dissertation_2021.pdf Citation Key: gorgizadeh__2020__accelerating","","","","#author/gender/:male; #degree/granted-by/:uni-rostock; #degree/title/:dr.-ing.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HI77EWEL","thesis","2022","Hallilingaiah, Gowrishankar Thalagavadi","Investigation and development of a transverse deflecting structure","","","","","https://doi.org/10.18453/rosdok_id00004375","The thesis described the development of a beam separator device for the ELBE accelerator in Dresden, Germany, facilitating simultaneous operation of multiple secondary user stations. After reviewing deflecting structures, an RF cavity was chosen as the optimal solution. Extensive electromagnetic and multiphysics analysis were conducted to optimize the cavity design. A copper deflecting cavity was manufactured and underwent rigorous high-power testing, successfully meeting the design requirements. The cavity is now ready for installation in the ELBE beamline.","2022","2025-06-13 13:27:28","2025-09-03 03:51:51","2024-12-10 09:03:55","","","","","","","","","","","","Universität Rostock","","en","","Doctoral thesis (Dr.-Ing.)","","","DOI.org (Datacite)","","fulltext-url: https://rosdok.uni-rostock.de/file/rosdok_disshab_0000003009/rosdok_derivate_0000209092/Hallilingaiah_Dissertation_2023.pdf Citation Key: hallilingaiah__2022__investigation","","","","#author/gender/:male; #degree/granted-by/:uni-rostock; #degree/title/:dr.-ing.; #is-about/facility/:anka; #is-about/facility/:elbe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZABLSLY","thesis","2021","Ledroit, Ben","Target induced halo formation and collimation following MAGIX at MESA","","","","","https://doi.org/10.25358/openscience-5808","Der Mainz Energy-recovering Superconducting Accelerator (MESA) ist ein rezirkulierender Elektronen-Linearbeschleuniger (Linac), der sich derzeit am Institut für Kernphysik der Johannes Gutenberg-Universität Mainz im Bau befindet. MESA wird in der Lage sein, im Energy Recovery Linac (ERL) Modus zu arbeiten, in dem die Energie des beschleunigten Strahls durch anschließende Entschleunigung zurückgewonnen wird. Diese Technik ermöglicht das Erreichen von hohen Strahlleistungen und damit verbundenen hohen Luminositäten, die für Experimente zur Verfügung stehen, bei bedeutend kleinerer installierter Verstärkerleistung im Vergleich zu konventionellen Linacs. Das Mainz Gas Internal Experiment (MAGIX) nutzt die MESA Strahlströme von anfangs 1 mA bei 105 MeV Strahlenergie im ERL Modus, um eine Vielzahl von kernphysikalischen Experimenten mit Gas-Jet Targets zu realisieren. Für diese Experimente wird eine Luminosität von mindestens 10^35 cm^-2 s^-1 angestrebt. Der ERL Modus setzt eine Rezirkulation des beschleunigten Strahls durch den Beschleuniger nach Passieren des Targets voraus und die Degradierung des Strahls durch die Strahl-Target-Wechselwirkung muss begrenzt werden, um den ordungsgemäßen Strahltransport für die Energierückgewinnung zu gewährleisten. Die Strahldegradierung an MAGIX ist bestimmt durch die Streuung von Strahlelektronen am Target, was zu der Bildung eines Strahlhalos nach dem Target führt und Strahlverluste in nachfolgenden Beschleunigersektionen verursacht. Kollimatoren werden in den Sektionen nach MAGIX benötigt, um den Strahlhalo abzufangen damit Strahlverluste kontrolliert werden, und die verlorene Strahlleistung führt zu einer Reduzierung der Energierückgewinnungseffizienz sowie radioaktiver Aktivierung von bestrahltem Gerät. Die targetinduzierte Strahldegradierung limitiert folglich die praktisch erreichbare Luminosität am Experiment. Die Bildung des Halos und das Verhalten der nachfolgend auftretenden Strahlverluste für die angestrebten MAGIX-Experimente an MESA werden in Simulationen in dieser Arbeit studiert. Anschließend wird ein geeignetes Kollimationssystem präsentiert und die resultierende Aktivierung der Beschleunigerausstattung untersucht, um ein Luminositätslimit für den Betrieb von MAGIX im MESA ERL Modus abzuschätzen. Die vorgestellten Ergebnisse zeigen, dass der Betrieb von Wasserstoff- und Helium-Targets Targets bei der angestrebten Luminosität an MESA möglich ist, wohingegen eine Beschränkung der Luminosität für schwerere Targetgase benötigt wird.  The Mainz Energy-recovering Superconducting Accelerator (MESA) is a recirculating electron linear accelerator (Linac), that is currently under construction in the Institute for Nuclear Physics at the Johannes Gutenberg-University Mainz. MESA will be able to operate in energy recovery linac (ERL) mode, in which the energy of the accelerated beam is recovered through subsequent deceleration. This technique enables reaching high beam powers and therefore high luminosities available for experiments with considerably less installed amplifier power compared to conventional Linacs. The Mainz Gas Internal Target Experiment (MAGIX) takes advantage of the MESA beam currents of initially up to 1 mA at 105 MeV beam energy available in ERL mode to realize a variety of nuclear physics experiments. These experiments aim for a luminosity of minimum 10^35 cm^-2 s^-1. The ERL mode requires recirculation of the accelerated beam through the accelerator after passing the target and degradation of the beam through the beam-target interaction must be limited to ensure proper beam transport for energy recovery. The beam degradation at MAGIX is governed by scattering of beam electrons on the target, which leads to beam halo formation after the target and induces beam losses in following accelerator sections. Collimators are needed in sections downstream of MAGIX to intercept the beam halo in order to control beam losses and the lost beam power leads to a reduction of ERL efficiency as well as radioactive activation of exposed equipment. The target induced beam degradation consequently limits the practically achievable luminosity at the experiment. The formation of the halo and the behavior of subsequently occurring beam losses for the envisaged MAGIX experiments at MESA are studied in simulations in this thesis. A suitable collimation system is presented in the following and the resulting activation of accelerator equipment is examined to estimate a luminosity limit for MAGIX operation in MESA ERL mode. The presented results show that the operation of hydrogen and helium targets at the aimed at luminosity is possible, whereas a restriction of luminosity is required for heavier target gases.","2021","2025-06-13 13:27:28","2025-06-13 13:27:28","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/5817/1/ledroit_ben-target_induced-20210422114847950.pdf Citation Key: ledroit__2021__target","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #is-about/accelerator-type/erl; #degree/granted-by/:uni-mainz; #is-about/facility/:mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3D5DYKEC","thesis","2013","Greschner, Martin","Aufbau und Inbetriebnahme einer Photoneutronenquelle","","","","","https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa-118665","Das Institut für Kern- und Teilchenphysik (IKTP) der Technischen Universität Dresden (TUD) hat im Forschungszentrum Dresden-Rossendorf (FZD) ein Labor zur Untersuchung von neutroneninduzierten kernphysikalischen Prozessen in Materialien, die für die Fusionsforschung relevant sind, aufgebaut. Das Labor ist ausgestattet mit drei intensiven Neutronenquellen: einer 14 MeV-Neutronenquelle, einer weißen kontinuierlichen Photoneutronen-Quelle, die näher in dieser Arbeit beschrieben wird, und einer gepulsten Photoneutronen-Quelle, die vom FZD inKooperation mit der TUD aufgebaut wurde. Die kontinuierliche Photoneutronen-Quelle basiert auf einem Radiator aus Wolfram (engl. Tungsten Photoneutron Source (TPNS)). TPNS nutzt die im ELBE-Beschleuniger (Elektronen Linearbeschleuniger für Strahlen hoher Brillianz und niedriger Emittanz (ELBE)) beschleunigten Elektronen zur Neutronenerzeugung. Der Prozess läuft über Zwischenschritte ab, indem bei der Abbremsung der Elektronen im Radiator Bremsstrahlungsphotonen entstehen, die anschließend Neutronen durch (γ,xn)-Reaktionen erzeugen. Das Neutronenspektrum der TPNS kann mittels Moderatoren so modifiziert werden, dass es dem in der ersten Wand im Fusionsreaktor entspricht. Dies ermöglicht Untersuchungen mit einem für einen Fusionsreaktor typischen Neutronenspektrum. Die technische Verwirklichung des Projektes, die Inbetriebnahme der Anlage sowie die Durchführung der ersten Experimente zur Neutronenerzeugung ist Inhalt dieser Arbeit. Die Neutronenquelle ist insbesondere für qualitative Untersuchungen in der Fusionsneutronik bestimmt. Der Fusionsreaktor produziert, im Vergleich zu einem Spaltungsreaktor, keine langlebigen Isotope als Abfall. Die wesentliche Aktivität des Reaktors ist in Konstruktionsmaterialien akkumuliert. Durch sorgfältige Auswahl der Materialien kann man die Aktivierung minimieren und damit künftig wesentlich weniger radioaktives Inventar produzieren als in Spaltreaktoren. Ziel der kernphysikalischen Untersuchungen ist, solche Materialien für den Aufbau eines Fusionsreaktors zu erforschen, die niedrigaktivierbar sind, das heißt wenig Aktivität akkumulieren können, und eine Halbwertzeit von einigen Jahren haben. Es ist das Ziel, alle Konstruktionsmaterialien nach 100 Jahren wiederverwenden zu können. Die Neutronenflussdichte einer Photoneutronenquelle ist einige Größenordnungen höher als die, die mittels eines DT-Neutronengenerators mit anschließender Moderation erreicht werden kann. Die gesamte Arbeit ist in drei Teile geteilt. Der erste Teil leitet in die Problematik der Energieversorgung ein und zeigt die Kernfusion als eine vielversprechende Energiequelle der naher Zukunft auf. Das Neutronenlabor der TUD, in dem die TPNS aufgebaut ist, wird ebenfalls kurz vorgestellt. Der zweite Teil befasst sich mit der TPNS selbst, mit ihrem physikalischen Entwurf, der Konstruktion und dem Aufbau bis zu der Inbetriebnahme sowie dem ersten Experiment an der TPNS. Der letzte, dritte Teil ist die Zusammenfassung der vorhandenen Ergebnisse und gibt einen Ausblick auf die zukünftige Vorhaben.  The Institute for Nuclear and Particle Physics at the Technische Universität Dresden (TUD) has build a neutron physics laboratory at Forschungszentrum Dresden-Rossendorf (FZD) to investigate nuclear processes in materials. The experiments are focused on materials relevant to nuclear fusion. The laboratory is equipped with three intensive neutron sources. The first is a 14 MeV monochromatic neutron source based on the DT reaction (owned by TUD); the other two are continuous and pulsed white photoneutron sources based on (γ,xn) reactions. One pulsed photoneutron source is realized by FZD in cooperation with the TUD. The continuous photoneutron source utilises a tungsten radiator (Tungsten Photoneutron Source) to produce neutrons with a wide energy spectra. The TPNS uses the ELBE-accelerator as a source of electrons for neutron production. This process involves an intermediate step, where slowed down electrons produce bremsstrahlung (γ -rays) absorbed by tungsten nuclei. Consecutively, the excited nuclei emit neutrons. The neutron flux of the photoneutron source is five orders of magnitude higher than the flux of the DT neutron sources with appropriate moderation. The neutron spectrum of TPNS can be modified by moderators, in such a way that the spectrum is comparable to that in the first wall of a Tokamak-Reactor. That allows investigations with the typical neutron spectrum of the fusion reactor. The technical solution, initial operation and the first experiment are described in this work. The neutron source is, in particular, dedicated to quantitative investigations in fusion neutronics. A fusion reactor produces radioactive isotopes as a nuclear waste. The main activity is accumulated in the structural materials. Carefully selected structural materials can significantly minimize the activity and thereby the amount of nuclear waste. The purpose of this project is to find constructional materials with half-lives shorter than several years, which can be recycled after about 100 years. The work is divided into three parts. The first part is dedicated to the energy supply problem and nuclear fusion is addressed as a promising solution of the near future. The neutron laboratory housing the TPNS is also briefly described. The second part deals with the tungsten photoneutron source, the design, construction, operation and the first experiments for neutron production. The third part summarises results and presents an outlook for future experiments with the TPNS.","2013-07-18","2025-06-13 13:27:28","2025-06-13 13:27:28","","","186","","","","","","","","","","Technische Universität Dresden","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://tud.qucosa.de/api/qucosa%3A27060/attachment/ATT-0/ Citation Key: greschner__2013__aufbau","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:tu-dresden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7P73THRD","thesis","2011","Vossberg, Markus","Der neue RFQ für den Hochladungsinjektor der GSI","","","","","https://nbn-resolving.org/urn:nbn:de:hebis:30-109069","Für das Helmholtzzentrum für Schwerionenforschung (GSI), in Darmstadt, wurde ein neuer RFQ zur Beschleunigung schwerer Ionen für den Hochladungsinjektor (HLI) entwickelt. Dieser RFQ hat den bereits vorhandenen ersetzt und soll, für die Anpassung des HLI an die neue 28 GHz-ECR-Ionenquelle, den Duty-cycle von 25 % auf 100 % erhöhen, um superschwere Ionen zu erzeugen und die Experimente mit schweren Ionen zu versorgen. Der RFQ hat die Aufgabe schwere, hochgeladene Ionen von 4 keV/u auf 300 keV/u zu beschleunigen. Wichtige Eigenschaften sind ein hoher Strahlstrom, eine hohe Strahl-Transmission, eine kleine Strahlemittanz und eine geringe transversale Emittanzzunahme. Die Erhöhung der Injektionsenergie von 2,5 keV/u auf 4 keV/u ermöglicht eine Verkleinerung des Konvergenzwinkels. Der Aufbau des 4-Rod-RFQs für den HLI ist Thema der vorliegenden Arbeit. Die Auslegung des HLI-RFQs bezieht sich auf ein festgelegtes max. Masse zu Ladungsverhältnis von A/q = 6, bei einer Betriebsfrequenz von 108,408 MHz. Die Ionen sollen bei einem Strahlstrom von 5 mA von 4 keV/u auf 300 keV/u beschleunigt werden. Durch die spezielle teilchendynamische Auslegung konnte die Länge des Tanks von vorher 3 m auf jetzt 2 m verkürzt werden. Dies begünstigt den CW-Betrieb der Struktur. Durch den CW-Betrieb hat man eine hohe Leistungsaufnahme, dies erfordert eine besondere teilchendynamische und hochfrequenztechnische Auslegung der RFQ-Struktur und eine effiziente Kühlung. Zur Simulation der Hochfrequenzeigenschaften wurde ein Modell des RFQ mit dem Programm Microwave Studio (MWS) erstellt. Die Simulationen ergaben einen nur 2 m langen RFQ mit sehr hoher Transmission > 95%. Nach den entsprechenden Simulationsrechnungen bezüglich der Teilchendynamik und der Hochfrequenzeigenschaften wurde der RFQ aufgebaut. Der zeitaufwändige Aufbau lässt sich in drei Abschnitte einteilen. Die Elektroden wurden präzise ausgemessen. Danach wurden Stützen, Elektroden und Tuningplatten an der Bodenplatte montiert und in den Tank eingesetzt. Im Tank wurden die Elektroden justiert, die zuerst außerhalb vermessen wurden. Die korrekte Position der Elektroden zur Referenzfläche wurde berechnet und mit Hilfe eines Faro-Gage im Tank eingemessen. Die maximale Abweichung der Elektrodenposition konnte auf 0,03 mm reduziert werden. Nach der mechanischen Einrichtung folgte die HF-Anpassung des Resonators. Durch das Erhöhen der Tuningplattenpositionen zwischen den Stützen konnte die Resonanzfrequenz von 90,8 MHz auf 108,4 MHz erhöht werden. Als nächstes wurde die Spannungsverteilung im Tank gemessen und mit Hilfe der Tuningplatten konnte sie so eingestellt werden, dass die maximale Abweichung zur mittleren Elektrodenspannung bei nur ± 2% liegt. Zur weiteren Hochfrequenzabstimmung wurde die Wirkung zweier Tauchkolben mit einem Durchmesser von 75 mm untersucht. Die Tauchkolben ermöglichen eine Anpassung der Frequenz im Bereich von 1,4 MHz. Sie sollen die möglichen Frequenzverschiebungen durch beispielsweise thermische Effekte, auf Grund des HF-Betriebs, regulieren. Für die Hochfrequenzabstimmung wurde eine Ankoppelschleife gefertigt und angepasst. Die Güte des Resonators betrug Q0 = 3100, bei einem RP-Wert RP = 100 kΩm, d.h. die zur Versorgung stehende HF-Leistung (50 kW im CW-Betrieb) reicht aus. An der GSI wurde nach dem Transport eine Kontrolle der Elektroden vorgenommen, danach wurde der RFQ erst einzeln, danach als komplette HLI Einheit getestet. Dazu wurden verschiedene Pulsmessungen und Emittanzmessungen mit Argon 7+ und Argon 8+ durchgeführt. Bei der ersten Strahlinbetriebnahme wurden die Transmission, die Ionenenergie und die Emittanz mit verschiedenen Ionen gemessen. Die ersten Tests des HLI-RFQ waren sehr vielversprechend. In den Tests war zu sehen, dass die vorgenommenen Arbeiten, wie Justage und HF-Abstimmung der Resonanzstruktur, erfolgreich waren. Danach wurde der Strahlbetrieb mit Calcium, bei einer Leistung von 50 kW, durchgeführt. Die gemessene Transmission bei einer Spannung von 43 kV lag bei 70 %. Im Mai 2010 gab es eine 14Stickstoff2+ -Strahlzeit mit einer gepulsten Leistung von N = 90 kW. Danach wurde Anpassungstests mit verschiedenen Schwerionen durchgeführt. Im November 2010 wurden neue Tuningplatten mit einer besseren Stützenkontaktierung sowie einer besseren Kühlung eingebaut. Die Elektroden wurden nach diesen Maßnahmen auf ± 0,04 mm einjustiert. Die Flatness liegt bei ± 2,1 %, die Güte beträgt Q0 = 3300. Der RFQ wurde in die Beamline eingebaut und geht im Januar 2011 in Betrieb.","2011","2025-06-13 13:27:28","2025-06-13 13:27:28","","","","","","","","","","","","","Goethe-Universität Frankfurt am Main","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://publikationen.ub.uni-frankfurt.de/files/22146/Dissertation_Vossberg.pdf Citation Key: vossberg__2011__neue","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-frankfurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
