id,parent__id,topLevel__id,partOfCommunityDegree,instanceOfs__taxonomyID,isFormalOrganization,isResearchInstitution,isUniversity,isWorkingGroup,isDepartment,category,label.fullName.de,label.fullName.en,label.short.de,label.short.en,tagline.en,tagline.de,description.de,description.en,hasHeads.literal,hasHeads.contact__contactsIDs,location.country.code,location.city,location.coords.lat,location.coords.lng,links.homepage.de,links.homepage.en,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,uniquePeopleCountRecursiveSum.total,uniquePeopleCountRecursiveSum.professor,uniquePeopleCountRecursiveSum.seniorResearcher,uniquePeopleCountRecursiveSum.postDoc,uniquePeopleCountRecursiveSum.phdStudent,uniquePeopleCountRecursiveSum.masterStudent,uniquePeopleCountRecursiveSum.bachelorStudent,uniquePeopleCountRecursiveSum.physicist,uniquePeopleCountRecursiveSum.engineer,uniquePeopleCountRecursiveSum.other,uniquePeopleCountRecursiveSum.female,uniquePeopleCountRecursiveSum.male,uniquePeopleCountRecursiveSum.nonbinary,review.status__id,review.log,review.reviewer__contactsID
community/uni-bonn/pi,community/uni-bonn,community/uni-bonn,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Physikalisches Institut,Physikalisches Institut,PI,PI,<to be set>,<to be translated>,,,"","",,Bonn,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,desch.klaus
community/uni-bonn/pi/elsa,community/uni-bonn/pi,community/uni-bonn,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe ELSA,Group ELSA,ELSA,ELSA,<to be set>,<to be translated>,,,"","",,Bonn,,,http://www3.uni-bonn.de/the-university,https://www.pi.uni-bonn.de/elsa/en/elsa-1?set_language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,desch.klaus
community/uni-duesseldorf,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Heinrich-Heine-Universität Düsseldorf,Heinrich Heine University Düsseldorf,HHU,HHU,<to be set>,<to be translated>,,,"","",DE,Düsseldorf,51.22172,6.77616,https://www.hhu.de,http://www.uni-duesseldorf.de/home/en/home.html,https://ror.org/024z2rq82,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,0,36,18,81,0,47,47,47,48,48,0,01: preparation,,
community/uni-duesseldorf/mnf,community/uni-duesseldorf,community/uni-duesseldorf,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Mathematisch-Naturwissenschaftliche Fakultät,Faculty of Mathematics and Natural Sciences consists,Math.-Nat. Fakultät,Math.-Nat. Fakultät,<to be set>,<to be translated>,,,"","",,,,,https://www.math-nat-fak.hhu.de,https://www.math-nat-fak.hhu.de/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,0,36,18,81,0,47,47,47,48,48,0,02: prereview request,,hidding.bernhard
community/uni-duesseldorf/mnf/physik,community/uni-duesseldorf/mnf,community/uni-duesseldorf,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Fach Physik,Physics Department,,,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,0,36,18,81,0,47,47,47,48,48,0,02: prereview request,,hidding.bernhard
community/uni-duesseldorf/mnf/physik/ilp,community/uni-duesseldorf/mnf/physik,community/uni-duesseldorf,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Institut für Laser- und Plasmaphysik,Institute for Laser and Plasma Physics,ILP,ILP,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,0,36,18,81,0,47,47,47,48,48,0,02: prereview request,,hidding.bernhard
community/uni-duesseldorf/mnf/physik/ilp/hidding,community/uni-duesseldorf/mnf/physik/ilp,community/uni-duesseldorf,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Hidding,Group Hidding,,,<to be set>,<to be translated>,,,"","",,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,,,,,,,,,,48,48,0,47,47,141,47,6,0,36,18,81,0,141,6,0,36,18,81,0,47,47,47,48,48,0,02: prereview request,,hidding.bernhard
community/uni-erlangen,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-University Erlangen-Nürnberg,Uni Erlangen,Uni Erlangen,Engaged in accelerator applications; operates electron and ion beam laboratories for research and teaching.,<to be translated>,,,"","",DE,Erlangen,49.59099,11.00783,https://www.fau.de/,https://www.fau.eu,https://ror.org/00f7hpc57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,18,16,0,36,6,46,30,3,39,20,0,01: preparation,,
community/uni-erlangen/physik-department,community/uni-erlangen,community/uni-erlangen,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Department Physik,Department of Physics ,,,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,18,16,0,36,6,46,30,3,39,20,0,01: preparation,,hommelhoff.peter
community/uni-erlangen/physik-department/laser-physics,community/uni-erlangen/physik-department,community/uni-erlangen,partial,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Lehrstuhl für Laserphysik ,Chair of Laser Physics,FAU,FAU,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,,0,0,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,3,0,9,0,0,0,0,79,3,18,16,0,36,6,46,30,3,39,20,0,01: preparation,,hommelhoff.peter
community/uni-erlangen/physik-department/laser-physics/achip,community/uni-erlangen/physik-department/laser-physics,community/uni-erlangen,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: Accelerator on a Chip International Program,Group: Accelerator on a Chip International Program,ACHIP,ACHIP,<to be set>,<to be translated>,,,"","",,,,,,,,3,,,,,,,,,3,0,0,,,,3,3,0,16,0,0,,,,0,0,0,0,0,0,,,,0,0,0,6,6,6,,,,6,6,6,1,1,1,,,,1,1,1,36,17,0,43,27,70,0,3,9,16,0,36,6,70,3,9,16,0,36,6,43,27,0,36,17,0,01: preparation,,hommelhoff.peter
community/uni-frankfurt,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Goethe-Universität Frankfurt am Main,Goethe University Frankfurt,Uni Frankfurt,Uni Frankfurt,"Focuses on ion accelerator research; operates UNILAC, experimental and test beam facilities.",<to be translated>,,,"","",DE,Frankfurt am Main,50.11552,8.68417,https://www.uni-frankfurt.de/de,http://www.goethe-university-frankfurt.de/en,https://ror.org/04cvxnb49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-goettingen,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Georg-August-Universität Göttingen,University of Göttingen,Uni Göttingen,Uni Göttingen,Researches accelerator physics; access to laser/plasma labs and local beam facilities.,<to be translated>,,,"","",DE,Göttingen,51.53443,9.93228,http://www.uni-goettingen.de/en/1.html,http://www.uni-goettingen.de/en/1.html,https://ror.org/01y9bpm73,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-hamburg,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Universität Hamburg,Hamburg University,Uni Hamburg,Uni Hamburg,Engages in accelerator R&D; participates in joint facilities with DESY and European XFEL.,<to be translated>,,,"","",DE,Hamburg,53.55073,9.99302,http://www.uni-hamburg.de,https://www.uni-hamburg.de/en.html,https://ror.org/00g30e956,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,9,0,0,0,9,0,01: preparation,,
community/uni-hamburg/min,community/uni-hamburg,community/uni-hamburg,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,MIN Fakultät,MIN Faculty,MIN,MIN,<to be set>,<to be translated>,,,"","",,,,,https://www.physik.uni-hamburg.de/iexp.html,https://www.physik.uni-hamburg.de/iexp.html,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,9,0,0,0,9,0,02: prereview request,,
community/uni-hamburg/min/physik,community/uni-hamburg/min,community/uni-hamburg,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Fachbereich Physik,Department of Physics,Physik,Physik,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,9,0,0,0,9,0,02: prereview request,,
community/uni-hamburg/min/physik/experimental-physik,community/uni-hamburg/min/physik,community/uni-hamburg,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Institut für Experimentalphysik,Institute of Experimental Physics,Physik,Physik,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,9,0,0,0,9,0,02: prereview request,,
community/uni-hamburg/min/physik/experimental-physik/ag-gruener,community/uni-hamburg/min/physik/experimental-physik,community/uni-hamburg,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,university,Gruppe Grüner,Group Grüner,AG Grüner,AG Grüner,<to be set>,<to be translated>,,,"","",,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6,1,5,0,0,0,0,6,0,0,0,6,0,02: prereview request,,grüner.florian
community/uni-hamburg/min/physik/experimental-physik/ag-gruener/lux,community/uni-hamburg/min/physik/experimental-physik/ag-gruener,community/uni-hamburg,full,/g/organization/working-group,false,false,false,true,false,university,Team: Neuartige Röntgenlichtquellen basierend auf Plasma-Wakefield-Beschleunigung,Team: Novel X-ray light sources based on plasma-wakefield acceleration,AG Grüner / LUX,AG Grüner / LUX,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,5,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,5,0,02: prereview request,,grüner.florian
community/uni-hamburg/min/physik/experimental-physik/ag-hillert,community/uni-hamburg/min/physik/experimental-physik,community/uni-hamburg,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe Hillert,Group Hillert,AG Hillert,AG Hillert,<to be set>,<to be translated>,,,"","",,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,3,0,0,0,3,0,02: prereview request,,hillert.wolfgang
community/uni-hamburg/min/physik/experimental-physik/ag-hillert/seeding,community/uni-hamburg/min/physik/experimental-physik/ag-hillert,community/uni-hamburg,full,/g/organization/working-group,false,false,false,true,false,university,Team: Fortgeschrittene Seeding-Techniken für XUV- und Angström-Strahlung,Team: Advanced Seeding Techniques for XUV and Angstrom Radiation,AST,AST,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,02: prereview request,,hillert.wolfgang
community/uni-hamburg/min/physik/experimental-physik/ag-hillert/srfc,community/uni-hamburg/min/physik/experimental-physik/ag-hillert,community/uni-hamburg,full,/g/organization/working-group,false,false,false,true,false,university,Team: Supraleitende Hochfrequenz- Resonatoren,Team: Superconducting Radio-Frequency Cavities,SRFC,SRFC,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,hillert.wolfgang
community/uni-jena,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Friedrich-Schiller-Universität Jena,Friedrich Schiller University Jena,Uni Jena,Uni Jena,Focuses on laser-driven accelerators; operates advanced laser plasma facilities.,<to be translated>,,,"","",DE,Jena,50.92878,11.5899,https://www.uni-jena.de/en,https://www.uni-jena.de/en,https://ror.org/05qpz1x62,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,8,0,0,10,0,0,1,9,0,01: preparation,,
community/uni-jena/physik/ioq/hochfeldphysik-und-laserbeschleuniger,community/uni-jena/physik,community/uni-jena,full,/g/organization/working-group,false,false,false,true,false,university,Gruppe: Hochfeldphysik und Laserbeschleuniger,Group: High Field Physics and Laser Accelerators,,,<to be set>,<to be translated>,,,Univ.-Prof. Dr. Matt Zepf,"",Deutschland,,,,https://www.physik.uni-jena.de/338/hochfeldphysik-und-laserbeschleuniger,https://www.physik.uni-jena.de/en/338/hochfeldphysik-und-laserbeschleuniger,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,4,0,4,0,1,0,0,3,0,0,4,1,0,0,3,0,0,4,0,0,1,3,0,01: preparation,,
community/uni-kassel,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Universität Kassel,University of Kassel,Uni Kassel,Uni Kassel,Engaged in accelerator-related physics; operates local electron and ion beam labs.,<to be translated>,,,"","",DE,Kassel,51.31667,9.5,http://www.uni-kassel.de/uni/,https://www.uni-kassel.de/uni/en/,https://ror.org/04zc7p361,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-mainz,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg University Mainz,Uni Mainz,Uni Mainz,"Pioneers accelerator concepts; operates MAMI, TRIGA reactor, MESA (under construction).",<to be translated>,,,"","",DE,Mainz,49.98419,8.2791,https://www.uni-mainz.de,https://www.uni-mainz.de/en/,https://ror.org/023b0x485,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-rostock,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Universität Rostock,University of Rostock,Uni Rostock,Uni Rostock,Researches ion and plasma accelerators; operates beam labs for interdisciplinary applications.,<to be translated>,,,"","",DE,Rostock,54.0887,12.14049,http://www.uni-rostock.de/en/,http://www.uni-rostock.de/en/,https://ror.org/03zdwsf69,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-siegen,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Universität Siegen,University of Siegen,Uni Siegen,Uni Siegen,Participates in applied accelerator research; hosts electron and ion beam facilities for study.,<to be translated>,,,"","",DE,Siegen,50.87481,8.02431,https://www.uni-siegen.de/start/index.html.en?lang=en,https://www.uni-siegen.de/start/index.html.en?lang=en,https://ror.org/02azyry73,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/uni-wuppertal,community/,,partial,"/g/organization/university,/g/organization/formal-organization",true,false,true,false,false,university,Bergische Universität Wuppertal,University of Wuppertal,Uni Wuppertal,Uni Wuppertal,"Achieves accelerator R&D in particle, ion, and laser acceleration; operates teaching and research facilities.",<to be translated>,,,"","",DE,Wuppertal,51.25627,7.14816,http://www.uni-wuppertal.de/en/home.html,http://www.uni-wuppertal.de/en/home.html,https://ror.org/00613ak93,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/tu-darmstadt/physik,community/tu-darmstadt,community/tu-darmstadt,partial,/g/organization/formal-organization/department,false,false,false,false,true,university,Fachbereich: Physik,Department of Physics,IKP,IKP,<to be set>,<to be translated>,,,"","",,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,9,11,41,11,5,81,0,0,15,66,0,02: prereview request,,arnold.michaela
community/tu-darmstadt/physik/institut-kernphysik,community/tu-darmstadt/physik,community/tu-darmstadt,full,/g/organization/formal-organization/department,false,false,false,false,true,university,Institut für Kernphysik,Institute for Nuclear Physics ,IKP,IKP,<to be set>,<to be translated>,,,"","",,,,,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,9,11,41,11,5,81,0,0,15,66,0,02: prereview request,,arnold.michaela
community/,,,full,/g/organization,false,false,false,false,false,root,Community,Community,Community,Community,<to be set>,<to be translated>,,,"","",,,0,0,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,52,132,133,204,130,16,376,231,60,213,315,0,06: approved,,rathje.dirk
community/cern/ats/,community/cern,community/cern,full,/g/organization/formal-organization/department,false,false,false,false,true,international,Bereich: Beschleuniger und Technologien,Sector: Accelerators and Technologies ,ATS,ATS,<to be set>,<to be translated>,,,Mike Lamont,"",,,,,,https://ats.web.cern.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Beschleuniger und Strahlenphysik,Group: Accelerators and Beam Physics,ATS-BE-ABP,ATS-BE-ABP,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-abp.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/,community/cern/ats/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abteilung: Teilchenstrahlen,Department: Beams,ATS-BE,ATS-BE,<to be set>,<to be translated>,,,"","",,,,,,https://beams.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/cei,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Kohärente Effekte und Impedanz,Section: Coherent Effects and Impedance,ATS-BE-ABP-CEI,ATS-BE-ABP-CEI,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/hsl,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Hadronenquellen und Linacs ,Section: Hadron Sources and Linacs ,ATS-BE-ABP-HSL,ATS-BE-ABP-HSL,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
